content,score_cat,thumbsUpCount,word_count,has_promo,final_label,label,pseudo_prob
"HATI HATI PENIPUAN , akun tiba tiba dibatasi sepihak mana masih ada vocer hasil invit temen 4 vocer hangus akun dibekukan permanen . payah",1,1.0,24.0,0,0,,0.0024336204
apan gu tiap mau nuker bilangnya siang Roti O di tanah abang blok a sama blok b kan aneh yg beli di layanan nyesel donlot,1,0.0,25.0,0,0,,0.0014248284
promonya sering hoaaakkssss,1,0.0,3.0,1,0,,0.0012938392
masih bingung flashsale pizza itu beneran atau engga. soalnya uda hampir seminggu pantengin ga sampe 1 detik habis terus. padahal internet kenceng. jadi mikir orang² pada pake bot atau emang cuma gimmick doang?,1,33.0,33.0,0,0,,0.008943502
iseng² download dari iklan tiktok tiba² daftar eh malah sama ajh pun harganya gada promo nya pun🥹,1,0.0,17.0,1,0,,0.0012370351
promo nya menarik,5,0.0,3.0,1,0,,0.0011350369
mantap,5,0.0,1.0,0,0,,0.0012417501
"saya kasih bintang 4 dulu yaa, kalau bener bener bagus saya kasih bintang 5",4,1.0,14.0,0,0,,0.0024143416
"payah aplikasi nya , lagi flash sale pas jam nya langsung abis",1,4.0,12.0,0,0,,0.0013070935
"aplikasi ini cocok untuk yg ingin order makanan yg Deket,biar bisa nyampek😁",5,1.0,12.0,0,0,,0.002434739
"Saya sudah membeli voucher, tapi saat hendak menukarkannya di outlet, selalu ada alasan yang tidak masuk akal, air tidak tersedia, pesanan habis, dan lain-lain. Akhirnya, voucher hangus dan tidak bisa digunakan. Ini sangat mengecewakan. Jujur saja, terlihat jelas bahwa outlet tidak berniat menerima voucher tersebut. Jika memang tidak siap untuk kerja sama seperti ini, mohon ada koordinasi yang jelas ke depannya. Jangan sampai pelanggan yang dirugikan.",1,1.0,66.0,1,1,,0.98740476
tdk jelas promonya ..ketersediaan barang yg di promo tdk ada ..sementara pembayaran nya sudah di bayar.....tak jelas,1,20.0,17.0,1,0,,0.0019064395
"sudah melakukan pembayaran di outlet ROTI 0 MALL RINGROAD CITY WALK MEDAN, Tapi pada saat di outlet ketersediaan tidak ada untuk kopi atau produk nya.",1,5.0,25.0,0,0,,0.005722026
"apaan promo pizza 1k saya pantengin pas lewat 0,01 detik sudah habis. penipuan doang ini mah",1,1.0,16.0,1,0,,0.0013858007
pas ambil voucher 1k apliaksi langsung lag,1,0.0,7.0,1,0,,0.00094757346
terimakasih memberi kupon,5,0.0,3.0,0,0,,0.0010729199
"undang teman cuma 3, voucher ajak teman di tahan katanya aktifitas mencurigakan ?? kalo gue undang lebih dari 30 akun baru mencurigakan dong hubungi cs katanya jangan loginlogout idihhh dianya sendiri yang tbtb keluar harus masuk dan otp ulang nyalahin gue Oneng apk aneh kalo GK siap GK ada modal buat kasih gift jangan lah sok sok an kasih kupon hadehhhhhhh aneh",1,0.0,62.0,1,0,,0.0042133345
ok,5,0.0,1.0,0,0,,0.0010469042
"6 bulan mke ini aplikasi awalnya baik baik aja ,dan tiba tiba malem ini voucher hasil invite temen gabisa dipakai semua man ada 4 voucher, tiba tiba muncul tulisan akun dibatasi , lah ? saya gak ngapa ngapain loh, cuma blanja terus invite temen , chat cs juga gaada respon, ngapain suruh invite temen tapi giliran udah invite malah di batasi akunnya, anehhhh , apk gajelass 👎👎👎 OTW UNINSTALL",1,70.0,69.0,1,0,,0.01800801
"gara² makin banyak pengguna makin pelit, kopi kenangan mantan udah Rp. 15000 aja harganya padahal biasanya Rp. 10000",1,3.0,18.0,0,0,,0.003850492
"bukannya gak makasih, tp klo makin turun voucher nya buat apa... wkwkwk",3,1.0,12.0,1,0,,0.001786249
"karena voucher diwilayah lain tergabung dimenu jadi salah beli, dan cs gabisa kasih solusi sama sekali",1,19.0,16.0,1,0,,0.0013559097
tuker voucher bilangnya habis terus ga propesional banget karyawan nya,1,0.0,10.0,1,0,,0.0014342689
cik ri waduk ulah php pizza 1000 d klik ge langsung habis menit 00 ge geoblok,1,2.0,16.0,0,0,,0.0011255837
belinya mudah. diskonnya kadang dapet yg lumayan besar. apalagi pas lagi flash sale,5,5.0,13.0,1,0,,0.0023639074
"pizzhut limo harga 1k, masa pas jam 11.00 langsung abis aneeeh 😅😅😅",1,2.0,12.0,0,0,,0.0020774868
"saya belanja pake voucher jadi 99rb, padahal jelas² tertera batas penukaran tgl 30 juni, tapi tiba² jam 1 malam tgl 26 juni keterangan voucher sudah ditukarkan alias selesai . pdhl saya belum menukarkan voucher tersebut . udah chat admin katanya uangnya gak bisa kembali, disini saya bener² dirugikan sebagai konsumen",1,53.0,50.0,1,0,,0.023877576
aplikasi sangat membantuku,5,1.0,3.0,0,0,,0.0014714802
"gak jelas, mau beli network error mulu, padahal jaringan udah bangus",2,0.0,11.0,0,0,,0.0015567541
males gua g pernah dapet limo 1k😤,3,3.0,7.0,0,0,,0.0013129951
ga guna,1,1.0,2.0,0,0,,0.0010789694
ditungguin flashsale. pas jamnya tibatiba langsung pengecualian sistem. gimana sih.,1,3.0,10.0,0,0,,0.0018670488
update muluuuuuuuu gak ada kerjaan emang tiap 3hari sekali kek nya updateeee mulu,1,2.0,13.0,0,0,,0.0016340737
tiap mau masuk selalu bermasalah,3,2.0,5.0,0,0,,0.001187419
jjn hemat.trmksih,5,0.0,2.0,1,0,,0.0016446993
lumayan membantu,5,0.0,2.0,0,0,,0.001155215
aplikasi nya kasi diskon 1000 tapi sekali nya co tetap harga sama 🤪,1,2.0,13.0,1,0,,0.0011414369
"apaan yg promo 1000 ngga bisa di beli, alasan abis padahal di apk masih bisa di beli",3,11.0,17.0,1,0,,0.0012087178
"sebagian promo menarik dan bagus,tapi banyak jg promo yg kurang jelas,seperti flash sale promo prizza 1k yg baru mulai tapi ga bisa di klik,dan promo circlefuji yg ga jelas cara penggunaan nya...",2,2.0,32.0,1,0,,0.011653171
bagus sekali,5,2.0,2.0,0,0,,0.0010962009
"aplikasi tolol yang dipaksakan, tidak responsif CS nya",1,1.0,8.0,0,0,,0.0013358638
banyak promo scam buat traffic doang wkwk,1,1.0,7.0,1,0,,0.0011352722
Jual beli online semakin memudahkan belanja,5,1.0,6.0,0,0,,0.0019346625
ok banget,5,1.0,2.0,0,0,,0.0010467316
qpon sangat membantuku pengeluaranku jd berkurang dan aku jd bisa hemat 😊,5,2.0,12.0,1,0,,0.0013055694
"bagus , dah sering beli voucher nya 😍👍",5,3.0,8.0,1,0,,0.0011949257
masa kupon sudah di bayar pas ke otletnya ga bisa di pakai mana dh bayar mahal penipuan ga sih ini,1,4.0,20.0,0,0,,0.0010024618
gak usah ada flash sale klo yg dpt hanya org2 yg kerja di apk,1,3.0,14.0,0,0,,0.001780948
💩aplikasi💩,1,1.0,1.0,0,0,,0.0014199716
MAKAN MEMORY GEDE BANGET NJIR KAYAK APLIKASI PENTING BANGET AJA...,1,2.0,10.0,0,0,,0.0018273671
sering kluar sendiri dari aplikasi,1,2.0,5.0,0,0,,0.0010904596
minta kode OTP susahnya minta ampun.... kode nyampenya via SMS dan WA keesokan harinya. itupun SDH kadaluarsa,1,22.0,17.0,1,0,,0.0018573507
"buat flash sale tapi yg dapat pegawainya atau pihak apk nya, masa udah prepare jaringan bagus bagus, pas udah jamnya malah bug apknya wkwkwk ga niat bagi bilang",1,21.0,28.0,0,0,,0.002345902
apk tolol.,1,0.0,2.0,0,0,,0.0014800852
"setiap jam flash sale gak bisa di buka mulu, payah banget aplikasi nya",1,14.0,13.0,0,0,,0.001328336
aplikasi kaga ada tutorial nya,1,1.0,5.0,0,0,,0.0011680108
"akun gua hilang tb"" udah beli bbrp makanan pas kemarin malah disuruh masukin otp udh masukin no ttp aja ganisa masuk tuh akun apa jngn"" di ambil org akunnya? gajelas banget uang gua habis pesanan gua blm gua tuker hapus aja dah apk nya, balikin uang gua",1,0.0,47.0,0,0,,0.0027119338
kemapa wktu transsaki tuker kupon kode otp smpo.gk bsa dan akhir nya maksimum dan skg sdh jam 00.30 msh blm bsa,5,3.0,21.0,1,0,,0.0020712109
flash salenya beneran gokill,5,0.0,4.0,0,0,,0.0012103919
sekarang lemot,2,1.0,2.0,0,0,,0.0013164373
server jebol,1,0.0,2.0,0,0,,0.001217313
flash sale 1.000 scam,1,0.0,4.0,0,0,,0.0013193557
kok akhir2 ini apk ku pas klik promonya eror trus ya udah itu promo yg masuk dkit,3,1.0,17.0,1,0,,0.0011024519
promo nya jam 12 jadi 11,1,0.0,6.0,1,0,,0.0016680108
"bagus bgt aplikasi ni banyak diskon promonya,trus gk ngelag lagi mo makan/minum enak apaaja bisa",5,6.0,15.0,1,0,,0.0019060794
"qpon bnyak hoax penipu ada promo yg di tunggu"" giliran jam nya malah eror 1 menit sebelum nya lancar"" aja, bisa bnget biar orang buka qpon Mulu nipu aja biar orang mantengin promonya 😡",1,0.0,34.0,1,0,,0.0027635687
"aplikasinya lelet, sudah diperbaharui masih lelet, coba download ulang tetep lelet. apalagi pas jam flash sale tambah lelet, percuma ada flash sale tapi ga bisa masuk jaringan stabil padahal",1,46.0,29.0,0,0,,0.0037907083
aplikas cacad gliran mau ngewar vocer malah langsung ngelag begitu terus,1,3.0,11.0,0,0,,0.0012995357
giliran ada flash sale Rp. 1000 apk nya malah error sengaja banget wkwkwk,1,6.0,13.0,0,0,,0.0012248759
"aplikasi tolol , mao jam 11 gabisa dibuka mulu",1,0.0,9.0,0,0,,0.0013754999
"qpon banyak bgt promonya, in this economy kl mau jalan2 ke mall jd makin banyak diskon. semoga promonya ada trus yaaa",5,3.0,21.0,1,0,,0.007265584
aplikasi yg membantu dan menghemat,5,0.0,5.0,1,0,,0.0014867015
aplikasi sangat bagus,5,1.0,3.0,0,0,,0.0011891893
mantap,5,0.0,1.0,0,0,,0.0012417501
"Kena prank, haha, di tomoro diskonnya hilang semua. Padahal di parkiran aku buka app masih ada.",3,5.0,16.0,1,0,,0.0032736063
"sebenarnya aplikasi ini membantu si yaak klo lagi akhir bulan bisa makan dari promi disini, tapi sayang setiap berburu promo langsung error begitu normal malah habis kedapatan, di perbarui lagi coba sistem nya, thanks",2,69.0,34.0,1,0,,0.003393068
"ngadain flashsale tapi pas waktu nyaa loading parah gabisa di bukaa, bener2 gabisa di bukaaa, tau2 udah abis ajah pdhl sblumnya loading.",1,8.0,22.0,0,0,,0.0031405152
masa promo limo pizza 1k sudah habis belum juga satu detik,3,1.0,11.0,1,0,,0.0011254594
"Ngga usah gede"" ngasih diskon deh kalo pas jam nya flash sale aplikasi error, mending yg wajar"" aja yg penting jujur",1,1.0,21.0,1,0,,0.002515155
FLASH SALENYA NIAT BIKIN KAGAK SI!!! NGELAG MULU PAS JAMNYA ANJ. APLIKASI GAJE!!!!!,1,2.0,13.0,0,0,,0.002003167
"boong bgt wkwk, udah nunggu flash sale giliran udh jamnya langsung down. pake wifi atau jaringan jg gabisa",1,5.0,18.0,0,0,,0.001933407
aplikasi bobrokk giliran udah mulai flash sale pasti eror,1,1.0,9.0,0,0,,0.0012797017
PAYAH BANGET PAS JAM FLASH SALE SELALU EROR GAK JELAS,1,1.0,10.0,0,0,,0.0011293343
aplikasinya curang!! giliran ada flash sale gede2an aplikasinya sengeja d bikin eror!!giliran discount yg gede sudah hbis baru d normalin lgi!! sudah yg ke 3x kaya gini!!tolong yg punya apk d tindak karyawan nya!!,2,36.0,34.0,0,0,,0.0028997653
setiap mulai flashsale malah koneksi error pdhl apk lain lancar sinyalnya..,2,2.0,11.0,0,0,,0.001235489
pas mau war flash sale selalu eror ga bisa di buka wkwk ga niat bgt ahhh,1,10.0,16.0,0,0,,0.0011393902
aplikasi ini sangat membantu,5,1.0,4.0,0,0,,0.0014496496
flaah sale jam 11 apa jam 5 eror gak beres,1,1.0,10.0,0,0,,0.0011557828
ok,5,0.0,1.0,0,0,,0.0010469042
system pembayaran diperbaiki. jika tidak punya hp 2 untuk scan barcode bagaimana ?. harusnya ada sytem pembayaran yang langsung terhubung ke online banking,1,6.0,23.0,0,0,,0.003111606
"GORENG KADUHUNG NGADOWNLOAD, LOKASI ETA ETA KENEH. VOCER VOCER WADUK",1,0.0,10.0,0,0,,0.0022100222
bagus banget,5,1.0,2.0,0,0,,0.0011605927
percuma beli kupon klo gabisa login! tbtb login otp nya dikirim melalui sms! kenapa gadari awal Otp melalui sms? klo kaya gitu kn ga bakal daftar gue! sekarang gue msh punya kupon 3 gabisa login grgr OTP melalui sms sedangkan nomor yg di daftarin hanya bisa whatsapp! udah hubungin cs gada solusinya! gue beli kuponnya bukan yg harga seribu 2ribu loh!!,1,111.0,61.0,0,0,,0.005541738
lama2 motong harganya sedikit trus dikasih limitnya cuman 2. dahlah capek,1,0.0,11.0,0,0,,0.0014104377
Ternya Qpon banyak diskon apalagi pengguna baru,5,1.0,7.0,1,0,,0.0011822839
"Terima kasuh Qpon, tiap hari bisa makan minum enak dan tetap hemat 🤩",5,7.0,13.0,1,0,,0.0016332726
lumayan potongan harganya bisa jajan hemat,5,1.0,6.0,1,0,,0.0012210396
lumayan lah,4,1.0,2.0,0,0,,0.00089860737
"voucher ga bisa di klaim ke store diinfoin stock kosong, coba ke store lain diinfoin ga ready kalo yg large adanya reguler. hubungi cs utk prosea refund disuruh tunggu 5-7 hari. giliran ditanya lagi cs bilang ga ada gg ke store jdi ga bisa refund. sedangkan tukar voucher 13 orang 3 voucher yg ga bisa dipake karna stock ga ada. punya temen saya ketika konfirmasi cs langsung diminta no rek dan proses refund. kenapa alesannya beda??",1,1.0,76.0,1,0,,0.004038768
"aneh bgt baru daftar masa ga bisa diklaim vouchernya katanya udah melampaui batas klaim, lah kocak baru juga daftar udah di bilng begitu",1,5.0,23.0,1,0,,0.0012304127
aneh banget akun dibatasi ganti akun sama aja tetep di batasi,1,0.0,11.0,0,0,,0.0011811154
setelah di update malah jd mahal harganya 😂,2,6.0,8.0,0,0,,0.0010248896
ciamik banget,5,0.0,2.0,0,0,,0.0011781956
"tolong banget ini, diperbaiki lgi servicenya. Udh pengajuan refund karena pembayaran yang saya lakukan tidak ada, tapi kok belum ada refundnya sama sekali ya? udh chat cs nya, boro² dibales, tindakan refundnya aja blm dilakuin. Tolong bgt ini, refundnya kok belum kelar² udah lebih dari seminggu. klu refundnya udh dilakuin, akan saya ganti ratingnya",1,1.0,54.0,0,0,,0.009168327
alhamdulillah bisa jajan murah. wlpn skrg udh dikit promonya,5,1.0,9.0,1,0,,0.0014514915
promonya udah seret nih.. promo bestie juga udah ngshare sampe 15 org masih blm dapet. potongannya cuma 400 perak,1,0.0,19.0,1,0,,0.0022116273
awal aja manis qpon bisa ditukar beberp bulan ga tau nya berubah jadi 3 hari kadarluarsa uang raib ga bisa diganti hati hati yah kalian,1,0.0,25.0,0,0,,0.0016154575
Berkat Qpon bisa ngerasaiin beli kopi kenangan sama kopi tomoro cuman seribu ✅️,5,0.0,13.0,0,0,,0.0015022748
"mau nukerin voucher ditolak saat di outlet katanya tidak kerja sama, chat customer service di wa tidak di bales ini bagaimana dah kayaknya beneran uang gak bakal direfund kalau kata yang lain wkwkw",1,0.0,33.0,1,0,,0.0016463279
baru mau pake apk nya semoga tidak mengecewakan agar bintang nya bertahan,5,4.0,12.0,0,0,,0.0012384853
"saya beli voucher McDonald's.. pas mau d redeem di outlet TDK bisa d scan. menurut McDonald's silahkan hubungi cs qpon. begitu saya komplain via CS qpon suruh ""menunggu pihakt terkait melakukan investigasi"". sampai sekarang voucher sudah expired. tp proses masih investigasi pihak Terkait. Alhamdulillah hasil voucher TDK BS d pakai , TDK BS refund, dan uang melayang begitu saja.. scam ga ini ?. noted: saya chat cs qpon skrg CUMA DI BACA SAJA.. cs WhatsApp TIDAK BERGUNA( HANYA DI BACA TANPA BLS.",1,1.0,82.0,1,0,,0.0061881025
"ngebantu teman cuma 500 perak, itu pun cuma 1 kali membantu teman",1,0.0,12.0,0,0,,0.00168106
makasih,3,0.0,1.0,0,0,,0.0011785766
apk tidak bisa di gunakan event nya serba 1rb gagal terus,1,5.0,11.0,1,0,,0.0009778677
"kereenn aplikasi ini, ngebantu bgt buat yg suka jajan kaya saya 👍🤩",5,2.0,12.0,0,0,,0.0018010109
tidak bermutu... kupon tidak bisa di pakai di semua kota... dan dana tidak bisa di refund,1,11.0,16.0,0,0,,0.0018683858
banyak diskon kapan lagi ngemil bisa murah dan untuk cs fash respon,5,8.0,12.0,1,0,,0.0014901302
di refund Krn ga bisa dipake kuponnya,5,3.0,7.0,0,0,,0.0009635584
ok banget,5,0.0,2.0,0,0,,0.001047003
klaim nya slow respon si admin. apk apaan si ini,1,2.0,10.0,0,0,,0.0012234715
sangat membantu 🤲🙏,5,1.0,3.0,0,0,,0.0014934507
saya beli qpon untuk kopi kenangan ternyata TDK bisa di redem . dari apk tidak bisa di klik klaim berkali2 sampe di bantu oleh mas mas barista kopken . akhirnya di sarankan untuk chat cs via wa . responnya juga TDK memuaskan dan menurut saya csnya juga jutek,1,144.0,48.0,0,0,,0.0071276887
sudah aku coba hasil beneran bisa,5,1.0,6.0,0,0,,0.0010753307
klu saya amati yang beri ulasan bintang 5 nya dari Ai/buzer ya? curiga juga jadinya...,5,0.0,15.0,0,0,,0.0018094634
pemburu promo,5,0.0,2.0,1,0,,0.0012596546
apk ga jelas.. abis beli pake kupon masa apk langsung eror lokasi gagal katanya.. kata gw mah kalo masih masa pengembangan ga usah bikin iklan,1,0.0,25.0,0,0,,0.001543941
aplikasi kaga jelas,1,0.0,3.0,0,0,,0.0012348715
sangat puas,5,0.0,2.0,0,0,,0.001668548
"sudah beli 2 kali dan 2 2 nya tidak bisa terpakai, dengan alasan voucher yg di pilih menu nya kosong setelah liat mau redem voucher qpon, jadi sudah klik tukar vaoucher tapi di bilang kosong, dan satu nya, tertulis kupon hangung setelah beberapa hari tapi mau nukar besok nya gk bisa, kapok sudah 2 kali rugi, jadi uninstal deh😑😑",1,2.0,59.0,1,0,,0.007819439
"gak bisa claim kupon pengguna baru, ada bacaan akun abnormal lah",2,0.0,11.0,0,0,,0.0011282116
"katanya di iklan kopi tomorrow 1000 nyatanya 21000 ,, penipuan",1,2.0,10.0,0,0,,0.0012179798
mantap,5,0.0,1.0,0,0,,0.0012417501
tolong menu yg ada di toko agar diupdate karena yg diberikan qpon adalah menu lama,4,12.0,15.0,0,0,,0.0012892406
good,5,0.0,1.0,0,0,,0.001553154
giliran udah dapet promo aja error,1,1.0,6.0,1,0,,0.0012343329
mantap,5,0.0,1.0,0,0,,0.0012417501
"ohhh jadi begini maennya ,gak bisa refund ,aplikasi penipu kalo kaga niat jgn buat promo",1,2.0,15.0,1,0,,0.0012399938
saya udah bayar ko gk masuk ya konyol si bgni mah,1,0.0,11.0,0,0,,0.001006403
"aplikasi najis , ga ada tulisan persyaratan no refund tapi dari sononya kekeuh no refund",1,0.0,15.0,0,0,,0.0011479246
"voucher ya banyak , voucernya sampai 50% ❤️❤️❤️😍😍",5,0.0,8.0,1,0,,0.0013731002
selalu ada diskon,5,0.0,3.0,1,0,,0.0012252282
"sudah capek-capek kejar target untuk mengikuti even, setelah target tercapai malah tidak bisa klaim. SANGAT MENGECEWAKAN",1,0.0,16.0,0,0,,0.002056793
"Jika mengalami kendala dengan pemakaian voucher yang dibeli di Qpon, seperti ditolak tenant atau tenant sudah tutup, maka permintaan refund dari aplikasi akan berbelit-belit. Ada 2 cara yang bisa ditempuh: (1. Media Konsumen) Tulis keluhan melalui web dengan menyertakan bukti-bukti dan identitas, nanti akan ditembusi ke pihak terkait (2. YLKI) Proses sama dengan media konsumen, namun ada biaya 10rb dan waktu proses lebih lama karena teguran berlandaskan hukum (disertai pasal yang dilanggar)",1,13.0,72.0,1,1,,0.8047565
good,5,0.0,1.0,0,0,,0.001553154
"udah pantengin hp jam 5 kurang 2 menit ehh tau"" pas jam 5 tet udah habis terjual .. 😅",1,3.0,19.0,0,0,,0.0015780824
aplikasi yg buruk!,1,0.0,3.0,0,0,,0.0013601183
banyak promo menarik dan murah,5,1.0,5.0,1,0,,0.0014689323
mantap,5,0.0,1.0,0,0,,0.0012417501
aplikasi ini sangat membantu dalam menghemat makanan,5,1.0,7.0,1,0,,0.0019330445
"gausah kasih kupon promo kalo tiap hari menu promo nya selalu sold out , pdhl dah klaim dan beli pagi2 anehnya selalu di blg sold out dan dialihin ke menu lain , permainan licik !!! btw gw claim kopi cotti dicabang equity tower",1,5.0,43.0,1,0,,0.0038073796
merchant yg tidak ada nama outlet dan hanya mencantumkan alamat saja jangan langsung percaya apabila langsung membeli voucher tersebut di karena stelah di datang kan outlet nya tidak merasa menggunakan aplikasi qpon dan alhasil di tolak mohon untuk qpon di periksa kembali untuk verifikasi outlet yg hnya mencantumkan alamat saja tapi tidak ada nam outlet nya,1,84.0,56.0,1,0,,0.015145621
"gimana sih mau Redeem dana susah banget, kalo menu di tempat promo ga ada atau habis' harusnya ada informasi nya kalo menu itu tidak ada di outlet",1,12.0,27.0,1,0,,0.0024601032
"Absolutely love this app! 🌟 It's super easy to navigate and has saved me tons of money on daily meals. The restaurant promos are unbeatable, and voucher redemption is lightning-fast. A must-have for students and foodies alike! 🥳",5,0.0,38.0,1,1,,0.92979413
"Belakangan ini voucher potongan harga makin minim, harusnya jgn sampai pas kita mau beli tp tdk ada voucher promonya(keterangan Habis).",3,10.0,20.0,1,0,,0.0023459208
uang kepotong.tapi vocher belanja nya gak keluar.dihubungi admin malah di read doank.mending belanja pakai TT ...,1,22.0,16.0,0,0,,0.0021087665
"apk asu tau2 download sendiri, yg sama kaya saya bisa rate b1nya",1,1.0,12.0,0,0,,0.0013207153
"This app is a total game-changer! 🌟 Fast, reliable, and packed with amazing food deals, it’s my go-to for saving money on daily meals. Super easy to use and perfect for students or anyone looking to spend smart! 💸",5,0.0,39.0,0,1,,0.97643095
Han tf ya🙏🏻,2,1.0,3.0,0,0,,0.0013597219
"Aplikasi ini benar-benar bikin hidup lebih hemat! Banyak promo makanan harian yang gampang ditemukan, plus gampang banget tukar vouchernya. 😍 Wajib banget buat anak muda yang suka kuliner kekinian! 🥳",5,25.0,30.0,1,1,,0.99641293
"Aplikasi ini bikin hidup lebih hemat banget! 🌟 Banyak promo makanan harian yang membantu anak kos kayak aku. User-friendly, gampang banget tukar vouchernya, dan rekomendasi kulinernya selalu up-to-date! 🍴 Worth it!",5,47.0,31.0,1,1,,0.9935421
jadi lebih hemat,5,2.0,3.0,1,0,,0.0012304778
mantapp aku dpet promo sushi me ☺☺,5,3.0,7.0,1,0,,0.0013980609
aplikasi ini bnr² sangat krng bgus transaksi sudah 3x TDK ada vc yg keluar lalu mengajukan pengaduan k cs KRNA vc TDK bisa d klaim dan mnta refund TPI pelayanannya sangat lambat sekli pdahal sudah konfirmasi dri siang hri dan TDK d proses jga nyesel sya download,1,5.0,47.0,0,0,,0.0026615416
gak ada potongan padahal sdh ikut kiriman teman untuk instal qpon. nyesel instal buang2 kuota,1,7.0,15.0,1,0,,0.0012682261
"Aplikasi ini sangat membantu dalam menghemat uang untuk makanan! 🤑 Sangat mudah digunakan, dengan banyak penawaran dan promo makanan terpercaya di dekat saya. Cepat, lancar, dan cocok untuk pelajar atau siapa pun yang memiliki anggaran terbatas. Benar-benar sepadan! 🍔",5,510.0,39.0,1,1,,0.9964832
"Aplikasi ini beneran wajib buat anak kos dan pelajar! 🎉 User interface-nya simpel, gampang dipakai, dan banyak banget pilihan promo makanan kekinian. Hemat tiap hari jadi makin gampang! 🌟🌟🌟🌟🌟",5,0.0,29.0,1,1,,0.99170786
puas banget belanja pake aplikasi ini,5,5.0,6.0,0,0,,0.0011731979
Aplikasi ini bener-bener bikin hidup lebih hemat! 🤑 Banyak pilihan promo makanan kekinian dan gampang banget tukar vouchernya. Antarmukanya juga simple dan mudah dipakai. Wajib banget buat anak muda nih! 🌟🌟🌟🌟🌟,5,22.0,31.0,1,1,,0.9942384
"Bad CS only accesible via WA and they don't reply to my cases. Poor, uninstal soon",1,0.0,16.0,0,0,,0.005953134
"di gopay udh kepotong, di qpon msh menunggu pembayaran hadehhh, mana cs nya g respon",1,0.0,15.0,0,0,,0.0013949609
"beli voucher McD tanggal 30 Mei pukul 11.11 WIB, kemudian ditukar di McD .. kata nya sudah pernah dipakai ... WA ke Qpon yg super lemot itu kata nya sudah dipakai tanggal 30 Mei pukul 04.59 WIB... ??? masak ada tanggal beli sama tanggal pakai bisa cepat tanggal pakai... aneh.. bikin malu di McD td.... parah...",1,3.0,56.0,1,0,,0.0054170224
"Aplikasi ini beneran praktis banget! Banyak pilihan promo makanan harian yang bikin hemat setiap hari 🍔✨. User-friendly dan gampang tukar voucher, cocok buat anak kos dan pelajar. Gak nyesel install! 🌟",5,64.0,31.0,1,1,,0.9947484
"Download Qpon karena tertarik dgn potongan harganya. Ga rekomendasi karena beli kupon harus dibayar lunas via aplikasi gopay/dana/dll jadi kalo ada kendala da bisa refund, customer care via WA di jawab AI ga bisa memberikan solusi. Pembelian kupon pertama, kedua aman, ketiga apes, baru beli hari yang sama langsung hangus jam 23.59 WIB. Tanggal kadaluarsa kupon baru terbaca setelah kupon terbayar dgn gopay/dll. Alhamdulillah sudah uninstall.",1,279.0,66.0,1,0,,0.07367416
disaat hari H voucher(paketan) kadaluarsa tetapi di merchantnya kosong dan langsung minta bantuan ke apk qpon tanggapannya fast respon dan langsung diteruskan ke merchant yg bersangkutan dan merchant tsb langsung melakukan balasan ke sy dan responsif sekali .. Alhamdulillah dikasih solusi agar tidak hangus dan esok nya bisa ditukarkan..,5,26.0,49.0,1,0,,0.022398716
saya kemarin tukar atau redem HokBen utk menu ramen dan kondisi nya kemarin itu hari terakhir Penukaran. pembelian voucher sudah di lakukan beberapa Minggu sebelum nya. dan utk menu ramen tidak tersedia di HokBen saat itu ada nya besok hari. kejadian tidak ada ramen ini sudah saya alami di beberapa yg tempat HokBen sehingga pada saat penukaran di hari terakhir pun sama. ada baiknya pihak qpon pun mengseleksi lagi menu dan partner yang sangat merugikan konsumen ini.,2,3.0,77.0,1,0,,0.083318874
"Bagus bgt, jajan atau makan di luar jadi lebih hemat dan masalah yg saya hadapi lgs direspon dengan baik oleh CS nya walaupun hanya melalui WA.... Pertahankan ya Qpon, kalo bisa ditambah lg resto atau toko2nya biar lebih banyak, begitu juga diskonnya 😊... Sukses terus Qpon dan terimakasih 🙏🏻🤗",5,184.0,49.0,1,0,,0.048373766
tgl kadaluarsa lebih awal,1,1.0,4.0,0,0,,0.00093983556
menu kurang lengkap dan toko yang sudah pindah masi ada blm di ubah update terbaru kekinian dong,2,7.0,17.0,0,0,,0.0011355318
"This app is a total game-changer! 🌟 Perfect for grabbing daily food deals and saving money effortlessly. Super smooth to use, with fast voucher redemptions and unbeatable restaurant promos. A must-have for students and foodies alike! 🍔",5,0.0,37.0,1,1,,0.9741702
"mengecewakan, belum ada konfirmasi dari toko sudah di aktivasi aja. selain saya banyak pengguna lain juga yang kecewa di toko tersebut",1,4.0,21.0,0,0,,0.0036454848
beli voucher HokBen tapi kosong semua yang di order. uang tidak bisa di refund padahal bukan kesalahan pelanggan. Rugi BESAR. HATI2 DENGAN APLIKASI INI JIKA TERJADI HAL SEPERTI SAYA TIDAK ADA SOLUSINYA.,1,2.0,32.0,1,0,,0.004434544
Hemat,5,0.0,1.0,1,0,,0.0013490791
"Aplikasi ini beneran keren banget! 🤑 Diskon makanan harian melimpah, gampang banget dipakai, dan pilihan promonya komplet. Cocok buat anak kos dan pelajar yang mau hidup hemat. Wajib punya! 👍",5,1.0,30.0,1,1,,0.9942878
"aplikasi penipuan jangan percaya sama ulasan bagusnya karena itu ulasan fake, jangan pakek aplikasi ini kalau gak pengen uang kalian melayang, aplikasi maling , pesan makanan udah bayar tapi gak bisa dipakai malah dana gak bisa di Refunf, aplikasi maling jangan di download ya",1,3.0,44.0,0,0,,0.008492966
